Article
<p>By CCN.com: Elon Musk is getting deeper and deeper down the cryptocurrency habit hole. After yesterday’s mysterious tweet which read simply “Ethereum,” the Tesla chief then asked Ethereum founder Vitalik Buterin for suggestions on what to develop on the blockchain platform. What should be developed on Ethereum? &#8212; Elon Musk (@elonmusk) April 30, 2019 Buterin responded with a list of 13 real-world use cases for cryptocurrency and blockchain technology. The list included everything from payments to insurance to new governance systems. Here’s Vitalik Buterin’s list in full. 1. A globally accessible financial system Buterin highlights cryptocurrencies most obvious use case </p>

<p>By CCN.com: E*Trade Financial Corp. is waking when it comes to the importance of allowing its customers the ability to trade cryptos. It’s readying to allow them to trade Bitcoin and Ethereum, Bloomberg reports. While banks and others have shunned cryptos, E*Trade’s willingness to allow customers to trade them is significant. It’s another step in the mass adoption of cryptos, which have been plagued by criticism. Entrance Would Do Wonders For Cryptos Bloomberg spoke to anonymous sources about E*Trade’s plans. Allowing crypto trading would make E*Trade one of the largest securities brokerages to provide the service, according to Bloomberg. E*Trade </p>

<p>By CCN: Elon Musk might have the SEC breathing down his neck about Tesla, but he&#8217;s having some fun with crypto Twitter. In a one-word tweet, he single-handily drew in the entire crypto community to his thread.  The Tesla CEO simply said &#8220;Ethereum.&#8221; After he let the cat out of the bag, the ETH price started moving, erasing declines that have weighing on the second-biggest cryptocurrency all day and turning them into gains, albeit briefly. Elon Musk might want to tread lightly or he&#8217;ll get the SEC after him yet again for a completely different reason this time. jk &#8212; </p>

<p>By CCN: A crypto trader provided CCN with documents proving that he has lost around 43 Ether all told after depositing it on BiteBTC on Christmas Eve. As we previously reported, the Bitcoin exchange claimed a fire wrecked its servers, but the exchange claimed crypto wallets were safe. Where There&#8217;s Smoke, There&#8217;s Fire Nearly every tweet sent by the exchange is answered with multiple complaints about deposit and withdrawal issues. The following is an example, which allegedly shows BiteBTC harassing a complaining user: pic.twitter.com/sq2XRCnBdu &#8212; Mtarii2 (@mtaroe2) April 24, 2019 Our tipster contacted BiteBTC after the fire and was told </p>

<p>By CCN.com: The blockchain bug seems to have bitten French banking giant Societe Generale to a point of no return. A little over a year ago, the third largest bank in France by assets unveiled a blockchain-based trade finance platform for all its corporate clients, the we.trade platform. Now Societe Generale has found another use case for blockchain technology – bond issuance. In a statement, the giant lender has revealed that its covered bond unit, Societe General SFH, has issued its first covered bond on the Ethereum blockchain worth over $110 million. The security tokens have been awarded a triple </p>

<p>By CCN.com: According to CoindeskKorea, a crypto publication operated by mainstream media outlet Hankyoreh, Samsung Electronics is reportedly developing an Ethereum-based ERC20 token and is currently in the process of creating a mainnet. A source of the publication within Samsung Electronics said that the blockchain task force of the company has already tested several versions of a blockchain protocol on top of Ethereum. “Blockchain task force made several models and are evaluating . There are already several platforms that are functioning after some internal tests,” the source told CoindeskKorea. The report comes two months after Samsung Electronics introduced the Samsung </p>

<p>By CCN: These are heady times for Binance Coin (BNB), the in-house cryptocurrency launched by the world&#8217;s largest crypto exchange, Binance. BNB hit a new all-time high a few days ago and the exchange successfully launched Binance chain, which features BNB and marks the coin&#8217;s independence from Ethereum. The cryptosphere has been filled with noises about BNB possibly being the new &#8220;Ethereum killer.&#8221; Weiss Ratings took the conversation a step further, suggesting that BNB might even be the new bitcoin. It seems #BNB is leading the market now – when BNB is up, the market is up – and vice </p>

<p>By CCN: Years ago, a thief had a simple idea: figure out a way to guess Ethereum private keys and write software to sweep the crypto funds from the blockchain. Guessing the 72-character private key is no small feat – your odds are about 1 in 115 quattuorvigintillion. No, we didn’t make that number up. The researchers told Wired that trying to do this without the help of high-powered computers would be like: “ Choosing a grain of sand on a beach, and later asking a friend to find that same grain among a ‘billion gazillion’ beaches.” The Fatal Flaw </p>

<p>By CCN: An official announcement from the British Virgin Islands says that the island protectorate has entered a partnership with a blockchain company. The company, LifeLabs, makes a wallet and has a token called LIFE on the Ethereum blockchain. The wallet supports Ethereum, Bitcoin, and the firm&#8217;s own crypto tokens. In Case of Emergency: Use Blockchain The partnership mainly regards the facilitation of emergency funding for the British Virgin Islands as well as payments between islands. Andrew A. Fahie, Premier and Minister of Finance for the British Virgin Islands, says: “It is of utmost importance that our citizens receive immediate </p>

<p>By CCN: Vitalik Buterin is known first and foremost as the creator of Ethereum, but he&#8217;s also famous for his disdain of centralized exchanges. After previously wishing that centralized exchanges would all &#8220;burn in hell&#8221;, now Buterin is coming to their defense. In an exposition reminding the crypto community about the pillars of the First Amendment to the U.S. Constitution, Buterin tackles one of the most controversial issue dominating crypto at the moment &#8212; Craig Wright and his brainchild Bitcoin SV. &#8220;I personally have been a critic of the power wielded by centralized exchanges. Should I oppose #DelistBSV on free speech </p>

<p>By CCN.com: Binance, the world&#8217;s largest crypto exchange with over 10 million users, has launched its own blockchain &#8211; the Binance Chain mainnet today, a highly anticipated blockchain protocol aimed to support decentralized exchanges (DEX). Binance will also open a decentralized exchange next week Today marks the birth of a new genesis block. Who&#39;s ready? pic.twitter.com/AF1hVtFXzt &#8212; Binance (@binance) April 18, 2019 Binance Coin (BNB), the native token of Binance, will operate as the main cryptocurrency of Binance Chain and will be moved from the Ethereum network. Currently, BNB remains as the most valuable token on Ethereum as an ERC20 </p>

<p>By CCN: In four-to-six weeks, a blockchain product developed by Ernst &#38; Young (EY), one of the “big four” professional services organizations, will be made public domain (open source). Privacy and Public Blockchains: A Tall Order From Large Enterprise Dubbed “EY Ops Chain Public Edition,” the technology uses zero-knowledge proofs to give permissions to transaction information similar to Monero and other privacy coins. Only those with the keys to see the actual transaction information will be able to do so. EY believes that privacy-enhancing technologies are crucial to more widespread blockchain adoption, saying in their press release: “For most enterprises </p>

<p>By CCN.com: Ethereum development studio ConsenSys is struggling financially and is now trying to raise $200 million from outside investors to stay afloat. The fundraising drive comes just four months after the Brooklyn-based blockchain startup laid off 13% of its workforce. ConsenSys has not yet commented on the rumors, which were reported by The Information. Sources say the crypto company wants its valuation to top $1 billion, but prospective investors believe that&#8217;s unrealistic given its current financial woes. The Brooklyn-based firm — which employs 900 people — posted revenue of just $28 million in 2018. Ethereum Giant ConsenSys Tightens Belt, </p>

<p>At the Community Ethereum Development Conference (EDCON 2019) in Sydney, Australia, Vitalik Buterin set an interesting precedent for prominent crypto developers: he got on stage and rapped about Ethereum scaling. Vitalik Buterin: Crypto&#8217;s Next Rap Genius? In case you&#8217;re wondering, this isn&#8217;t a punishingly delayed April Fools&#8217; joke.  Here&#8217;s the proof: Buterin’s rap debut starts: &#8220;Proof-of-stake is hard, but one thing I do know is when we  and shard, we’ll change the whole thing though. Eth 2.0, yo. Eth 2.0, yo…&#8221; The rap refers to the upcoming scaling upgrades that Ethereum will undergo, including its move to proof-of-stake and </p>

<p>The ethereum price has ballooned by nearly one-third so far in April, but without bitcoin&#8217;s bullish tailwind, ETH might be stuck in a rut. According to Dapp.com, the second-largest cryptocurrency&#8217;s network suffered defections in Q1 2019 as users fled the network for rival platforms. If users would only stay loyal to decentralized apps (dApps) on the Ethereum blockchain, the ETH price might finally recapture its former glory. Crypto Gamers and the Ethereum Price As one of the largest and most high-profile blockchains, Ethereum has every reason to be leading the dApp race against rival platforms such as Tron, EOS, and </p>

